,id,path,features_openvino
556,person_12,in/person_12\528.jpg,"[-0.10055848956108093, 0.029400711879134178, 0.14151550829410553, -0.034050263464450836, -0.163873553276062, -0.05432198941707611, -0.05384565144777298, -0.15396112203598022, 0.09764359891414642, -0.17086312174797058, 0.09947224706411362, -0.03760949522256851, -0.1732083261013031, 0.05757809430360794, 0.01611207239329815, 0.2009751796722412, -0.09103281050920486, -0.1031162366271019, -0.1405920833349228, -0.033741407096385956, -0.04545619338750839, 0.053722262382507324, -0.00015656347386538982, -0.019466232508420944, -0.04220999777317047, -0.2967406213283539, -0.06394551694393158, -0.014165532775223255, 0.05563201755285263, 0.024263938888907433, -0.028620049357414246, 0.07230295985937119, -0.18861284852027893, -0.04431457072496414, 0.051455527544021606, 0.07690926641225815, -0.06521489471197128, -0.08133966475725174, 0.17210668325424194, -0.07449062913656235, -0.26493197679519653, 0.061386801302433014, 0.08845730870962143, 0.1502935290336609, 0.18567368388175964, 0.00735003687441349, 0.036342427134513855, -0.08573884516954422, 0.10902272164821625, -0.2709044814109802, -0.04268446937203407, 0.04967094957828522, 0.07858126610517502, 0.04889215528964996, 0.07695607841014862, -0.12559089064598083, 0.013425490818917751, 0.1352001130580902, -0.18633288145065308, 0.007431527599692345, 0.07304498553276062, -0.03232042118906975, -0.03572101145982742, -0.06115945428609848, 0.22156010568141937, 0.10322015732526779, -0.12404755502939224, -0.08753745257854462, 0.1474909484386444, -0.14344100654125214, 0.006719477009028196, 0.057187288999557495, -0.0839325487613678, -0.14892040193080902, -0.24250903725624084, -0.003927373327314854, 0.389667272567749, 0.11229219287633896, -0.14275862276554108, -0.009426458738744259, -0.040165916085243225, 0.006805912591516972, 0.040732838213443756, 0.038589973002672195, -0.03899679705500603, -0.054633237421512604, 0.025278165936470032, 0.03989314287900925, 0.22752024233341217, -0.05867079272866249, 0.04576508328318596, 0.21285882592201233, 0.06692831218242645, -0.039260100573301315, -0.0777052789926529, 0.07368384301662445, -0.057268813252449036, -0.058917202055454254, -0.14956873655319214, -0.020736854523420334, 0.053891729563474655, -0.011816664598882198, 0.0764252096414566, 0.16080310940742493, -0.21877899765968323, 0.1615505963563919, -0.05146496370434761, -0.01662599667906761, 0.0660039559006691, 0.05588853359222412, -0.04290105774998665, -0.040730077773332596, 0.10410068184137344, -0.19968605041503906, 0.14306271076202393, 0.19646917283535004, -0.08447699248790741, 0.07667529582977295, 0.01302055362612009, 0.04252657666802406, 0.012529915198683739, 0.01559254340827465, -0.14032599329948425, -0.1313873529434204, 0.10622190684080124, -0.025887982919812202, 0.01988070458173752, 0.048566076904535294]"
557,person_12,in/person_12\530.jpg,"[-0.11610652506351471, 0.04983953386545181, 0.13559481501579285, -0.027141816914081573, -0.15636076033115387, -0.017107568681240082, -0.0036171767860651016, -0.17621585726737976, 0.1039310097694397, -0.1847917139530182, 0.12179094552993774, -0.05433667078614235, -0.19568003714084625, 0.03868456184864044, 0.05090410262346268, 0.2001759260892868, -0.11547740548849106, -0.1557956486940384, -0.15428349375724792, -0.053327471017837524, -0.0548272505402565, 0.08269240707159042, -0.0344877764582634, 0.02532312087714672, -0.10324817150831223, -0.3189416229724884, -0.009282654151320457, -0.01970539428293705, 0.1042129397392273, 0.009357730858027935, -0.0765376165509224, 0.10869745165109634, -0.22178655862808228, -0.04679124802350998, 0.036599643528461456, 0.10256542265415192, -0.11655968427658081, -0.09173823893070221, 0.17112824320793152, -0.012916811741888523, -0.31395748257637024, 0.05988363176584244, 0.09198498725891113, 0.16202020645141602, 0.22676515579223633, -0.014972996897995472, 0.020293816924095154, -0.08191967755556107, 0.07943111658096313, -0.2922394275665283, -0.038813866674900055, 0.07751378417015076, 0.0908164530992508, 0.08175736665725708, 0.039735034108161926, -0.17978647351264954, -0.009759615175426006, 0.1151592880487442, -0.17572951316833496, 0.007476132363080978, 0.09863266348838806, -0.10354819893836975, -0.01751725561916828, -0.01712583564221859, 0.1749745011329651, 0.07510095089673996, -0.09297645092010498, -0.061281099915504456, 0.14662811160087585, -0.1547059863805771, -0.01860622689127922, 0.09544110298156738, -0.04077800735831261, -0.15346857905387878, -0.23398812115192413, -0.0072664860635995865, 0.37894073128700256, 0.13336476683616638, -0.151859313249588, -0.025702107697725296, -0.043325625360012054, 0.01699800044298172, 0.10415038466453552, 0.05119037628173828, -0.025417182594537735, -0.10591123253107071, -0.004711458925157785, 0.034852784126996994, 0.2271442860364914, 0.0017317309975624084, 0.04363948106765747, 0.22170133888721466, 0.08015818893909454, -0.052539702504873276, -0.03509814292192459, 0.09987889975309372, -0.09082657843828201, -0.058580610901117325, -0.1381954401731491, -0.07174749672412872, 0.03481785207986832, 0.00015991181135177612, 0.05398540943861008, 0.16055762767791748, -0.23765112459659576, 0.22766980528831482, -0.01914270594716072, -0.009124992415308952, 0.09477134048938751, 0.00328195933252573, 0.003905373625457287, 0.001701093278825283, 0.08503443002700806, -0.21213629841804504, 0.13126523792743683, 0.2063210904598236, -0.08167227357625961, 0.11247568577528, 0.041765954345464706, 0.0011638514697551727, -0.0077593084424734116, -0.03581821173429489, -0.19634731113910675, -0.13364478945732117, 0.13017411530017853, -0.054761454463005066, 0.04753456637263298, 0.03259852156043053]"
558,person_12,in/person_12\533.jpg,"[-0.10671574622392654, 0.01301606185734272, 0.13434796035289764, -0.027253052219748497, -0.1574999988079071, -0.06369150429964066, -0.04642234370112419, -0.15926387906074524, 0.11052894592285156, -0.18716678023338318, 0.08855289220809937, -0.047551315277814865, -0.1708897352218628, 0.058330830186605453, 0.013975199311971664, 0.19759009778499603, -0.08270461857318878, -0.09875386208295822, -0.12915614247322083, -0.03442271798849106, -0.035726867616176605, 0.047000542283058167, 0.008555999025702477, -0.02353677526116371, -0.04368631914258003, -0.2966713309288025, -0.07523363828659058, -0.012559535913169384, 0.052613042294979095, 0.02863113023340702, -0.04602562636137009, 0.0698288157582283, -0.1950971931219101, -0.046593502163887024, 0.04279492050409317, 0.09208352118730545, -0.06238839030265808, -0.07710045576095581, 0.1763923019170761, -0.06430945545434952, -0.26503780484199524, 0.06132734939455986, 0.07190778106451035, 0.15192733705043793, 0.1856238692998886, -0.0038624992594122887, 0.017827419564127922, -0.08049287647008896, 0.10351698845624924, -0.2594876289367676, -0.04288467764854431, 0.0476435162127018, 0.0883549153804779, 0.04331701993942261, 0.06094362959265709, -0.11240759491920471, 0.0124472351744771, 0.1317601501941681, -0.19271220266819, 0.01141806598752737, 0.08581174165010452, -0.04814312607049942, -0.03805319964885712, -0.06058473140001297, 0.22093845903873444, 0.11801588535308838, -0.12619952857494354, -0.08397482335567474, 0.13983039557933807, -0.1515834629535675, 0.023400191217660904, 0.049076586961746216, -0.08913515508174896, -0.14883309602737427, -0.23752614855766296, -0.01255831029266119, 0.39349818229675293, 0.11143949627876282, -0.14032909274101257, -0.02192015014588833, -0.04961060360074043, 0.007893494330346584, 0.048154935240745544, 0.04453720152378082, -0.03482309728860855, -0.04279787093400955, 0.025847766548395157, 0.04712458327412605, 0.21970964968204498, -0.05907466262578964, 0.032961566001176834, 0.21073688566684723, 0.05596919730305672, -0.023849381133913994, -0.08006034046411514, 0.06188976764678955, -0.05743733048439026, -0.06766580045223236, -0.14305609464645386, -0.022432604804635048, 0.04312988370656967, -0.03172757104039192, 0.07952237129211426, 0.16129037737846375, -0.21373599767684937, 0.16326437890529633, -0.05062560364603996, -0.011447475291788578, 0.07154204696416855, 0.058149125427007675, -0.0473090261220932, -0.03953433781862259, 0.10349088162183762, -0.19159863889217377, 0.1413523554801941, 0.1936091035604477, -0.08667517453432083, 0.07923043519258499, 0.007672380190342665, 0.04829180985689163, 0.0026280106976628304, 0.025293324142694473, -0.14472784101963043, -0.11715776473283768, 0.09494121372699738, -0.019999459385871887, 0.042818523943424225, 0.048847686499357224]"
559,person_12,in/person_12\537.jpg,"[-0.10344678908586502, 0.07732243090867996, 0.13367828726768494, -0.045764315873384476, -0.14731651544570923, -0.022036146372556686, -0.020587008446455002, -0.19155579805374146, 0.13068054616451263, -0.20194286108016968, 0.12988120317459106, -0.009290735237300396, -0.18157534301280975, 0.023059438914060593, 0.04843723401427269, 0.2214549481868744, -0.12985432147979736, -0.16033756732940674, -0.17086364328861237, -0.06266335397958755, -0.057277459651231766, 0.05673963949084282, -0.008519507944583893, 0.014898798428475857, -0.1296163648366928, -0.3053187429904938, -0.0238975640386343, -0.006377802230417728, 0.08858119696378708, -0.00820374395698309, -0.07067744433879852, 0.09824636578559875, -0.2024640142917633, -0.032828137278556824, 0.06585025787353516, 0.10426957160234451, -0.07402070611715317, -0.059875357896089554, 0.1760077327489853, -0.009852232411503792, -0.3067188858985901, 0.08317689597606659, 0.08500951528549194, 0.16743111610412598, 0.2503573000431061, 0.004906225483864546, 0.01490715704858303, -0.1175815612077713, 0.12047594785690308, -0.2733006775379181, -0.010661311447620392, 0.06882067024707794, 0.07597260922193527, 0.07523366063833237, 0.060239676386117935, -0.17152084410190582, -0.00966889038681984, 0.1178966611623764, -0.17733947932720184, -0.01979810930788517, 0.10510239005088806, -0.09621215611696243, -0.04378936067223549, -0.031526148319244385, 0.1484570950269699, 0.08042903244495392, -0.11707383394241333, -0.07690713554620743, 0.14354687929153442, -0.150246262550354, -0.00787980854511261, 0.06872478127479553, -0.04777734726667404, -0.14057263731956482, -0.2522958815097809, -0.02531193383038044, 0.3780840039253235, 0.1497870236635208, -0.1726580560207367, -0.040720850229263306, -0.04665965959429741, 0.017808062955737114, 0.08216653019189835, 0.03534945473074913, -0.045165300369262695, -0.10071046650409698, 0.010418975725769997, 0.03622104972600937, 0.22141550481319427, 0.00303672906011343, 0.05428183823823929, 0.23727479577064514, 0.0755438357591629, -0.037961445748806, -0.05610505864024162, 0.10373505204916, -0.11390556395053864, -0.05143822729587555, -0.15644946694374084, -0.07577530294656754, 0.015501562505960464, 0.009352007880806923, 0.0643559917807579, 0.15953414142131805, -0.2625497579574585, 0.23727791011333466, -0.01865335926413536, -0.0009245574474334717, 0.08034990727901459, 0.03664053604006767, -0.01999550685286522, -0.019123069941997528, 0.08730193972587585, -0.2150930017232895, 0.13592855632305145, 0.23783251643180847, -0.07177652418613434, 0.09615522623062134, 0.0556633397936821, 0.008157454431056976, -0.002628016285598278, -0.021888818591833115, -0.17204676568508148, -0.13150522112846375, 0.11381303519010544, -0.06710810214281082, 0.05035898834466934, 0.03449966013431549]"
560,person_12,in/person_12\540.jpg,"[-0.10908262431621552, 0.016999050974845886, 0.12380502372980118, -0.02970394864678383, -0.15488092601299286, -0.06365900486707687, -0.04365367814898491, -0.18316972255706787, 0.11347068846225739, -0.18130454421043396, 0.08730954676866531, -0.048857465386390686, -0.17576421797275543, 0.045715101063251495, -0.005696963984519243, 0.1980729103088379, -0.08395331352949142, -0.10364390909671783, -0.12380155920982361, -0.03571174666285515, -0.02769945003092289, 0.06155535578727722, 0.0038037924095988274, -0.023635637015104294, -0.03405898064374924, -0.27986758947372437, -0.07104545086622238, -0.005372870713472366, 0.06296142935752869, 0.020928895100951195, -0.053746964782476425, 0.0725121945142746, -0.20586156845092773, -0.05355703830718994, 0.039210245013237, 0.10550367832183838, -0.06001069396734238, -0.07566265016794205, 0.17408674955368042, -0.06447596102952957, -0.26689592003822327, 0.07716339081525803, 0.0799671933054924, 0.1451256275177002, 0.19578170776367188, -0.008151421323418617, 0.007737144827842712, -0.10341259837150574, 0.10685169696807861, -0.24908281862735748, -0.049212515354156494, 0.050020888447761536, 0.10309377312660217, 0.038531653583049774, 0.05249357223510742, -0.12562012672424316, -0.005966030992567539, 0.13690073788166046, -0.1914013922214508, 0.011415358632802963, 0.08345305919647217, -0.04861531779170036, -0.026363292708992958, -0.06341098248958588, 0.20020513236522675, 0.09657692164182663, -0.11935843527317047, -0.08287526667118073, 0.14600855112075806, -0.158641055226326, 0.02254490926861763, 0.06734892725944519, -0.08071474730968475, -0.15622399747371674, -0.24460090696811676, -0.007473847828805447, 0.39017847180366516, 0.11853884160518646, -0.13112494349479675, -0.017347609624266624, -0.044890403747558594, 0.005580357275903225, 0.04564511775970459, 0.041647616773843765, -0.030585546046495438, -0.04323873668909073, 0.01823488622903824, 0.04627411812543869, 0.22005046904087067, -0.055334288626909256, 0.03527548164129257, 0.21700777113437653, 0.05749601498246193, -0.011681051924824715, -0.08927609771490097, 0.06907869875431061, -0.05921607464551926, -0.060677606612443924, -0.14340943098068237, -0.032021038234233856, 0.03419346734881401, -0.025711655616760254, 0.09350085258483887, 0.1721484363079071, -0.20071172714233398, 0.15221503376960754, -0.05275088921189308, -0.011779297143220901, 0.06492272764444351, 0.048731982707977295, -0.028903353959321976, -0.0358801931142807, 0.10323424637317657, -0.19323931634426117, 0.14006946980953217, 0.19167377054691315, -0.08929049968719482, 0.07897213101387024, 0.009766269475221634, 0.050442300736904144, 0.003199727740138769, 0.01302739605307579, -0.14755183458328247, -0.11130207031965256, 0.09925717115402222, -0.023608533665537834, 0.05511707067489624, 0.052661336958408356]"
561,person_12,in/person_12\544.jpg,"[-0.1103045716881752, 0.08343319594860077, 0.13186196982860565, -0.04492991417646408, -0.1521914154291153, -0.009835585951805115, -0.00428924523293972, -0.1726004183292389, 0.13264799118041992, -0.1851567029953003, 0.12121790647506714, -0.010244401171803474, -0.17326155304908752, 0.002297232626006007, 0.07459565997123718, 0.21204400062561035, -0.1468919813632965, -0.18183474242687225, -0.1797548532485962, -0.049606118351221085, -0.07104290276765823, 0.043063946068286896, -0.02583768218755722, 0.018843960016965866, -0.12459523230791092, -0.3249216079711914, -0.015065314248204231, -0.019870389252901077, 0.099504753947258, -0.003198103979229927, -0.061543527990579605, 0.09923508018255234, -0.2090562880039215, -0.05591810494661331, 0.0690300464630127, 0.10591147094964981, -0.09037212282419205, -0.06981132179498672, 0.1742214858531952, -0.02559913694858551, -0.3084135949611664, 0.07545407861471176, 0.08935002982616425, 0.17215962707996368, 0.24270452558994293, 0.0172022245824337, 0.0172836072742939, -0.10163488984107971, 0.13287240266799927, -0.2901245951652527, 0.003713158890604973, 0.0608077235519886, 0.08162800967693329, 0.08133725821971893, 0.07230639457702637, -0.18861369788646698, 0.002766275778412819, 0.11980811506509781, -0.19043776392936707, -0.010238262824714184, 0.08550258725881577, -0.1362754851579666, -0.0417013019323349, -0.030172329396009445, 0.16271081566810608, 0.08631623536348343, -0.09472893923521042, -0.08328726887702942, 0.16229471564292908, -0.13493789732456207, -0.010524241253733635, 0.06364358961582184, -0.024768756702542305, -0.13054798543453217, -0.2552914023399353, -0.012973412871360779, 0.3786436915397644, 0.15124393999576569, -0.18326692283153534, -0.030787643045186996, -0.03896889463067055, 0.009210189804434776, 0.07413507997989655, 0.06255818903446198, -0.05076519399881363, -0.10379001498222351, -0.006747147534042597, 0.02670247107744217, 0.21352411806583405, 0.008301841095089912, 0.06249506026506424, 0.2307555079460144, 0.07920608669519424, -0.04422338306903839, -0.03915439918637276, 0.08206354081630707, -0.12460527569055557, -0.044662997126579285, -0.16138999164104462, -0.08522839099168777, 0.03925974294543266, 0.02104538306593895, 0.05676308274269104, 0.15616574883460999, -0.25469714403152466, 0.2362271249294281, -0.02044164016842842, -0.005159495864063501, 0.07543285191059113, -0.00014661357272416353, 0.008367354050278664, -0.011075112968683243, 0.08011089265346527, -0.22123689949512482, 0.14016035199165344, 0.22187359631061554, -0.06937559694051743, 0.12347369641065598, 0.05330858752131462, -0.0035947225987911224, 0.008525080978870392, -0.03370028734207153, -0.1938144415616989, -0.12618154287338257, 0.1297972947359085, -0.06261664628982544, 0.043467745184898376, 0.046986088156700134]"
562,person_12,in/person_12\546.jpg,"[-0.07802092283964157, 0.03288179263472557, 0.14945968985557556, -0.030368883162736893, -0.150992289185524, -0.043110091239213943, -0.07252933830022812, -0.17551499605178833, 0.1144525483250618, -0.17867256700992584, 0.08885066956281662, -0.028448618948459625, -0.16679637134075165, 0.04009230062365532, 0.006344642490148544, 0.19859793782234192, -0.08076851814985275, -0.1154777929186821, -0.11698878556489944, -0.02343394234776497, -0.050174105912446976, 0.06133231148123741, 0.019569430500268936, -0.02570345625281334, -0.05786493420600891, -0.28057020902633667, -0.07075010985136032, -0.00955341849476099, 0.051958777010440826, 0.013545134104788303, -0.054561931639909744, 0.058708555996418, -0.20393610000610352, -0.052279479801654816, 0.04042314365506172, 0.08322595059871674, -0.0683242529630661, -0.08375553786754608, 0.1979435384273529, -0.07194574177265167, -0.2557578682899475, 0.07533588260412216, 0.08489306271076202, 0.1361045092344284, 0.20020689070224762, -0.0018296767957508564, 0.01946612261235714, -0.0961284190416336, 0.11766493320465088, -0.25524622201919556, -0.04203168302774429, 0.049738574773073196, 0.08649230748414993, 0.048819635063409805, 0.050173137336969376, -0.11802078038454056, -0.002392820082604885, 0.14996829628944397, -0.19214613735675812, 0.01761011779308319, 0.06817544251680374, -0.04622768238186836, -0.0391937717795372, -0.05675328150391579, 0.215097114443779, 0.08878430724143982, -0.11702891439199448, -0.09107113629579544, 0.144016832113266, -0.13537001609802246, 0.01658349111676216, 0.07212255150079727, -0.0798725113272667, -0.1483609825372696, -0.2377471625804901, -0.007335411384701729, 0.3859443962574005, 0.11213161051273346, -0.14116163551807404, -0.006320409942418337, -0.04820723086595535, -0.003641339484602213, 0.018386228010058403, 0.024197114631533623, -0.030541393905878067, -0.053420331329107285, 0.024323122575879097, 0.04700259119272232, 0.2272537648677826, -0.05022813379764557, 0.046283237636089325, 0.21758197247982025, 0.06357816606760025, -0.00833563320338726, -0.08448798954486847, 0.0751362219452858, -0.06313013285398483, -0.04939153045415878, -0.15362779796123505, -0.0294133760035038, 0.05197716876864433, -0.0014445483684539795, 0.10017066448926926, 0.17290881276130676, -0.21049705147743225, 0.16830602288246155, -0.048370495438575745, -0.017354214563965797, 0.08529210835695267, 0.06102428957819939, -0.044875551015138626, -0.049512263387441635, 0.11567305028438568, -0.2051771581172943, 0.13248732686042786, 0.17810514569282532, -0.08337565511465073, 0.0758916586637497, 0.017325330525636673, 0.05913737043738365, 0.0008664494380354881, 0.020329300314188004, -0.15208633244037628, -0.12020880728960037, 0.11061207205057144, -0.026059944182634354, 0.06361326575279236, 0.06395905464887619]"
563,person_12,in/person_12\551.jpg,"[-0.09959214925765991, 0.07307779788970947, 0.1349019855260849, -0.04116373509168625, -0.15643298625946045, -0.01510031521320343, -0.0006642723456025124, -0.18902002274990082, 0.12595076858997345, -0.18743416666984558, 0.1438838243484497, -0.0221616942435503, -0.17192813754081726, 0.008823743090033531, 0.06685738265514374, 0.21044139564037323, -0.14604967832565308, -0.16525176167488098, -0.16848459839820862, -0.05677342414855957, -0.09091820567846298, 0.07134929299354553, -0.007809690665453672, 0.013754858635365963, -0.11075716465711594, -0.3261615037918091, -0.016738317906856537, -0.017574068158864975, 0.09151165932416916, -0.004509162623435259, -0.055246833711862564, 0.11028634756803513, -0.2292448878288269, -0.05705910548567772, 0.07372813671827316, 0.12176172435283661, -0.08276097476482391, -0.06743299961090088, 0.17983216047286987, -0.035488300025463104, -0.3006911277770996, 0.06246799975633621, 0.09283814579248428, 0.16221119463443756, 0.23407232761383057, 0.0037428513169288635, 0.005796755664050579, -0.08532208204269409, 0.10152442753314972, -0.2668399512767792, -0.0038434192538261414, 0.05457498878240585, 0.06027772277593613, 0.06664307415485382, 0.061009448021650314, -0.18683041632175446, -0.030857034027576447, 0.13481168448925018, -0.16982367634773254, -0.02396147884428501, 0.07723832130432129, -0.11631006747484207, -0.017270678654313087, -0.02779380790889263, 0.1653469055891037, 0.07727084308862686, -0.08273250609636307, -0.09606361389160156, 0.17116814851760864, -0.1506056934595108, -0.018533980473876, 0.0697052851319313, -0.03247358277440071, -0.12842652201652527, -0.2606162428855896, -0.019776854664087296, 0.3609692454338074, 0.1330307573080063, -0.16361872851848602, -0.03528107702732086, -0.03235797956585884, -0.006299207452684641, 0.06451928615570068, 0.05457388237118721, -0.019972706213593483, -0.07931984961032867, -0.004490178544074297, 0.03251245617866516, 0.2272716909646988, 0.013264073058962822, 0.04935638979077339, 0.24041444063186646, 0.04926011338829994, -0.051595281809568405, -0.03746683523058891, 0.07449403405189514, -0.10320130735635757, -0.040052905678749084, -0.17376944422721863, -0.0772436112165451, 0.024784814566373825, 0.019809354096651077, 0.05438793823122978, 0.18687669932842255, -0.25550729036331177, 0.20946039259433746, -0.03750847280025482, -0.011726628057658672, 0.06639499962329865, 0.01310087088495493, 0.008073016069829464, -0.020014367997646332, 0.10114413499832153, -0.2218923270702362, 0.14443941414356232, 0.22284474968910217, -0.08206670731306076, 0.11907865852117538, 0.038916997611522675, -0.003102429211139679, 0.014904474839568138, -0.03485770523548126, -0.20574529469013214, -0.1307954341173172, 0.11110761761665344, -0.06310071796178818, 0.046501077711582184, 0.05709885433316231]"
564,person_12,in/person_12\553.jpg,"[-0.07547028362751007, 0.021212372928857803, 0.14497053623199463, -0.023779213428497314, -0.14434896409511566, -0.05078237131237984, -0.07553301006555557, -0.18083278834819794, 0.10159289836883545, -0.17797207832336426, 0.07812899351119995, -0.05346280708909035, -0.16140247881412506, 0.03833051025867462, -0.0066049168817698956, 0.20126329362392426, -0.0790145993232727, -0.1302540898323059, -0.11515137553215027, -0.008834099397063255, -0.05766209214925766, 0.0656844973564148, 0.024653926491737366, -0.03585992380976677, -0.04002750664949417, -0.27417463064193726, -0.0743856430053711, -0.004731522873044014, 0.07571566849946976, 0.014515924267470837, -0.05982586741447449, 0.06386908143758774, -0.20340926945209503, -0.04536031186580658, 0.05454164743423462, 0.08830535411834717, -0.04650444909930229, -0.07809869945049286, 0.20790210366249084, -0.08687852323055267, -0.26685234904289246, 0.08742645382881165, 0.09233663976192474, 0.13603997230529785, 0.2195826768875122, -0.000541999819688499, 0.0018503069877624512, -0.09809853881597519, 0.09072132408618927, -0.25125449895858765, -0.04495972394943237, 0.04181235656142235, 0.11901229619979858, 0.03177318722009659, 0.04815828055143356, -0.12031058967113495, -0.011411589570343494, 0.15244334936141968, -0.20090480148792267, 0.030466152355074883, 0.06922245025634766, -0.04978300631046295, -0.01679038815200329, -0.04688429459929466, 0.20713722705841064, 0.06165444105863571, -0.12036965042352676, -0.09108982980251312, 0.1586792916059494, -0.14909493923187256, 0.03849237039685249, 0.08691540360450745, -0.06018967553973198, -0.15849287807941437, -0.2293291538953781, -0.01701756753027439, 0.38138657808303833, 0.1222597286105156, -0.1529366821050644, 0.00021409755572676659, -0.0328916497528553, -0.014381015673279762, 0.009762243367731571, 0.017917027696967125, -0.035391420125961304, -0.06769027560949326, 0.008816123008728027, 0.03528105840086937, 0.23393961787223816, -0.0516405925154686, 0.0497405081987381, 0.21132026612758636, 0.05491367354989052, -0.02316747047007084, -0.09385459125041962, 0.076442651450634, -0.0514480285346508, -0.04732665419578552, -0.1563553512096405, -0.033211950212717056, 0.03544680401682854, -0.011359767988324165, 0.1012175977230072, 0.1844279021024704, -0.20218317210674286, 0.15408875048160553, -0.06194484233856201, -0.03590044379234314, 0.07174799591302872, 0.06364032626152039, -0.027199111878871918, -0.042526520788669586, 0.12458319216966629, -0.212610125541687, 0.12318112701177597, 0.18552373349666595, -0.07939156144857407, 0.0761571004986763, 0.011539150029420853, 0.06292262673377991, 0.01924237608909607, 0.016391202807426453, -0.15008802711963654, -0.1308174431324005, 0.0962102934718132, -0.03668977692723274, 0.08036896586418152, 0.08104453235864639]"
565,person_12,in/person_12\556.jpg,"[-0.10912215709686279, 0.049057938158512115, 0.15421874821186066, -0.02470710501074791, -0.17011885344982147, -0.027780529111623764, -0.008480359800159931, -0.16312973201274872, 0.10826151072978973, -0.19702674448490143, 0.13024577498435974, -0.028507746756076813, -0.20810525119304657, 0.017562463879585266, 0.06562303006649017, 0.22798895835876465, -0.1262904852628708, -0.15820465981960297, -0.1759861707687378, -0.07983656227588654, -0.0772167518734932, 0.05426537245512009, -0.00028257531812414527, 0.006340011954307556, -0.11530004441738129, -0.3287430703639984, -0.002932949922978878, -0.012013105675578117, 0.07990232110023499, 0.003361977869644761, -0.053294625133275986, 0.10589312016963959, -0.23407967388629913, -0.06483253836631775, 0.057645246386528015, 0.11446395516395569, -0.08913067728281021, -0.07412059605121613, 0.19863243401050568, -0.028040636330842972, -0.30184024572372437, 0.035100243985652924, 0.1065046638250351, 0.15259426832199097, 0.2263813018798828, 0.014430458657443523, 0.024390365928411484, -0.06383150815963745, 0.10220851004123688, -0.28571105003356934, -0.020212441682815552, 0.06077749654650688, 0.08109159767627716, 0.06947795301675797, 0.07041390985250473, -0.17133885622024536, -0.016785025596618652, 0.1372952163219452, -0.1754838526248932, -0.0067089456133544445, 0.07974009215831757, -0.10465629398822784, -0.025560352951288223, -0.035730570554733276, 0.1857597529888153, 0.07107718288898468, -0.08656306564807892, -0.09116090834140778, 0.1823902428150177, -0.15651968121528625, -0.03245582431554794, 0.07553783804178238, -0.037293486297130585, -0.12560966610908508, -0.274082213640213, -0.04172768071293831, 0.34081852436065674, 0.12749305367469788, -0.1516765058040619, -0.04434921592473984, -0.0294794924557209, -0.018900299444794655, 0.060564931482076645, 0.05212085694074631, -0.005982576869428158, -0.08198412507772446, 0.012411640956997871, 0.02838175743818283, 0.23966597020626068, 0.0015011653304100037, 0.04689516872167587, 0.2370685338973999, 0.07137569785118103, -0.05863890424370766, -0.056896887719631195, 0.0718282163143158, -0.1041981652379036, -0.045092321932315826, -0.17060890793800354, -0.068215511739254, 0.030027953907847404, 0.015196887776255608, 0.06425963342189789, 0.1585877537727356, -0.25351637601852417, 0.19464878737926483, -0.05059628188610077, -0.007342071272432804, 0.05800071731209755, 0.01731777749955654, -0.03653470426797867, -0.014676690101623535, 0.10225551575422287, -0.21299982070922852, 0.1477232277393341, 0.24533508718013763, -0.08797185868024826, 0.08361410349607468, 0.05098716914653778, -0.014184369705617428, 0.02848203480243683, -0.027797847986221313, -0.20283013582229614, -0.1517982929944992, 0.11013057827949524, -0.0829664096236229, 0.04523201286792755, 0.06256413459777832]"
