,tx_magface,ty_magface,labels,path
41,0.47195274,0.05414744,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1033.jpg
42,0.57664746,0.3359523,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/285.jpg
43,0.46258062,0.047638323,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1043.jpg
44,0.5772383,0.33577433,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/283.jpg
45,0.4698314,0.053154167,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1036.jpg
46,0.32334477,0.13552113,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/767.jpg
47,0.44273904,0.3471381,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/480.jpg
48,0.5223589,0.35671726,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/339.jpg
49,0.44891223,0.19924282,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/524.jpg
50,0.25891203,0.09903424,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1227.jpg
51,0.19661829,0.13098663,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1074.jpg
52,0.3720482,0.23635535,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/490.jpg
53,0.5294164,0.3448157,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/309.jpg
54,0.4247388,0.12622528,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/856.jpg
55,0.51514494,0.14034371,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/735.jpg
56,0.49233443,0.3451052,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/414.jpg
57,0.27128592,0.1196391,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1187.jpg
58,0.43260768,0.16336113,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/581.jpg
59,0.5140858,0.13921008,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/737.jpg
60,0.258492,0.18219973,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1139.jpg
61,0.4111079,0.07705554,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/793.jpg
62,0.43791538,0.0903081,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/816.jpg
63,0.3764383,0.31734246,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/884.jpg
64,0.35473108,0.132351,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/832.jpg
65,0.37656188,0.3170192,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/888.jpg
66,0.20327152,0.12760569,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1078.jpg
67,0.35382324,0.16388743,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/510.jpg
68,0.46611533,0.015019721,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/953.jpg
69,0.43248087,0.093491204,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/817.jpg
70,0.39725655,0.2653602,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/988.jpg
71,0.43063614,0.10176217,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/822.jpg
72,0.46429402,0.35593176,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/441.jpg
73,0.5118168,0.12650315,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/744.jpg
74,0.44814116,0.117355265,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/864.jpg
75,0.23546469,0.1777008,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1169.jpg
76,0.5265139,0.35080904,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/323.jpg
77,0.2753665,0.1785397,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1123.jpg
78,0.46767747,0.16382128,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/653.jpg
79,0.43513927,0.09669795,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/819.jpg
80,0.35734677,0.13097227,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/834.jpg
81,0.43788666,0.3424057,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/487.jpg
82,0.46133155,0.15834703,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/648.jpg
83,0.325672,0.13612355,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/773.jpg
84,0.52639776,0.3517307,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/325.jpg
85,0.3996284,0.26736927,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1026.jpg
86,0.44978374,0.11888436,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/866.jpg
87,0.29486305,0.09441794,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1061.jpg
88,0.47532508,0.048388027,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/984.jpg
89,0.39660683,0.07690613,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/786.jpg
90,0.45065704,0.11891395,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/867.jpg
91,0.20264296,0.1338058,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1080.jpg
92,0.36391526,0.23217145,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/497.jpg
93,0.2601918,0.09696594,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1226.jpg
94,0.25847793,0.103600115,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1230.jpg
95,0.370192,0.23109382,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/495.jpg
96,0.437235,0.11154612,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/860.jpg
97,0.43217713,0.10016903,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/820.jpg
98,0.28143162,0.09194151,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1206.jpg
99,0.42309022,0.16379596,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/572.jpg
100,0.49695298,0.3594655,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/393.jpg
101,0.24290912,0.16510087,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1182.jpg
102,0.4718576,0.09983431,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/881.jpg
103,0.4388248,0.059283372,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1047.jpg
104,0.478689,0.3563084,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/428.jpg
105,0.3894445,0.28799388,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1020.jpg
106,0.3971751,0.07565583,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/787.jpg
107,0.5295314,0.34721166,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/311.jpg
108,0.35508847,0.12874754,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/830.jpg
109,0.456833,0.1995068,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/540.jpg
110,0.43596217,0.07879566,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/810.jpg
111,0.43973047,0.19415559,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/520.jpg
112,0.46711046,0.10155088,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/876.jpg
113,0.4834095,0.033619106,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/912.jpg
114,0.387904,0.2991364,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1000.jpg
115,0.46551767,0.009175993,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/957.jpg
116,0.2736269,0.14975731,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1090.jpg
117,0.20209645,0.12906544,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1076.jpg
118,0.5138054,0.13935935,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/729.jpg
119,0.37722036,0.22710559,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/502.jpg
120,0.45283514,0.20071699,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/536.jpg
121,0.47487068,0.16846506,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/636.jpg
122,0.48485008,0.36711252,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/420.jpg
123,0.46499553,0.046335835,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1042.jpg
124,0.5001666,0.33946082,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/395.jpg
125,0.27396458,0.15055707,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1094.jpg
126,0.5114725,0.124194175,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/746.jpg
127,0.51510715,0.1315786,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/740.jpg
128,0.46669847,0.10148195,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/877.jpg
129,0.4526465,0.34921804,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/470.jpg
130,0.40572435,0.07961859,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/788.jpg
131,0.46033657,0.014218104,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/973.jpg
132,0.46828508,0.1802677,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/602.jpg
133,0.44723997,0.14596932,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/666.jpg
134,0.42900822,0.05222335,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1053.jpg
135,0.4388743,0.11191302,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/862.jpg
136,0.46909606,0.18033373,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/608.jpg
137,0.49174225,0.34494472,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/417.jpg
138,0.46037218,0.20215708,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/542.jpg
139,0.27898473,0.106139675,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1199.jpg
140,0.48912725,0.031541716,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/920.jpg
141,0.27468586,0.16438076,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1103.jpg
142,0.26524177,0.18431637,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1129.jpg
143,0.27367222,0.17476752,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1115.jpg
144,0.46707395,0.099507466,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/878.jpg
145,0.49705082,0.13938075,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/715.jpg
146,0.26434237,0.18331534,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1133.jpg
147,0.42121407,0.07700647,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/806.jpg
148,0.25666323,0.099508926,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1232.jpg
149,0.4787523,0.025721386,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/931.jpg
150,0.49383682,0.3451575,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/410.jpg
151,0.4498146,0.14623368,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/668.jpg
152,0.57469714,0.33637014,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/287.jpg
153,0.4965193,0.36265308,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/391.jpg
154,0.4644669,0.36185297,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/435.jpg
155,0.43629432,0.07851659,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/811.jpg
156,0.25862223,0.09999338,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1229.jpg
157,0.37647173,0.31720027,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/890.jpg
158,0.42469138,0.16376293,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/575.jpg
159,0.30848143,0.10198516,rtsp_10.14.30.211_5_person_0,/home/chaki/Projects/gods_eye/output/ptz_good_test_2/rtsp_10.14.30.211_5_person_0/1056.jpg
